tweet,class
RT arabellaann 82200FacingReality Finna punch all these bitches in front of me8221 das my girl,Offensive Speech
RT argenivee Its kinda pathetic how these bitches on BGC be 21 amp be acting so childish af,Offensive Speech
RT arigold88 Jordan wearing bitches need to grow tf up,Offensive Speech
RT arigold88 Tiny girl Cant trust a bitch named Tameka no way,Offensive Speech
RT arigold88 You and yo bitch break up and she start lol at another nigga she gone for good bruh,Offensive Speech
RT arlingtondems Hey Arlington Democrats For you early birds join us BusboysAndPoets tomorrow Its the Second Saturday of April http8230,No Hate and No offensive Speech
RT armyconstancio 82201ProudMahomiee armyconstancio httptco15iZirYyMj8221 bitches have me like,Offensive Speech
RT asapmarlene 128546 a bitch that dont like you always gone think you ugly 128514128513128564,Offensive Speech
RT asaplex This bitch jus blew my high and I was off all of these drugssss,Offensive Speech
RT ashkardash If you let your girl get disrespected and you dont do nothing you should of been born a bitch cuz only bitch niggas le8230,Offensive Speech
RT asialacap 8220ViriDoesItt asialacap her face so damn flawless I know her pussy taste like peaches and all my life goals8221 lmfaooooooo,Offensive Speech
RT assholejaay does being on my dick make any of yall hoes feel relevant  if so  re evaluate your WHOLE life  thanks,Offensive Speech
RT assjpg BigBrotherLeak pussies,Offensive Speech
"RT asvholejay do i have time for these hoes 

 no no no
 no no
 no  no
 no no
 8230",Offensive Speech
RT attsmcjay One mans trash is another mans treasureperfectly explains strippers with daddy issues,No Hate and No offensive Speech
RT audizzle Quote of last night GinaGaus telling me to find her a curved stick and shell make a crossbow to shoot a bird down,No Hate and No offensive Speech
RT auriexo Fuking bitches that dont move when you say excuse me is whats wrong in this world,Offensive Speech
RT austdun bitch we them boys,Offensive Speech
RT awhooker Contrary to belief us queers don8217t go around looking for things to be offended about It8217s just you cisheteros say the darne8230,Offensive Speech
RT awkwardposts Flirting with bitches on Twitter like httptcoeV2QUYsbpO,Offensive Speech
RT axelandrewsss 1279198220TYRXNY Basic tongue ring to suck dick with And a basic costume Recipe for a hoe 8220OhhKaila Ready for work http8230,Offensive Speech
RT aychmoore most teachers abuse their position theres teaching with discipline and theres being a cunt most are cunts,Hate Speech
RT ayooomoee walk like a big bitch now,Offensive Speech
RT ayoooitsjelly some niggas act like straight up bitches,Offensive Speech
RT b0ss561 If youre gonna smoke weed then do you but alcohol is just stupid you faggots are getting more stupid drinking it,Offensive Speech
RT b0ss561 Yall hoes be looking so bad in your avis then I look at the rest of your pics and U ugly as shit,Offensive Speech
RT b0ujib00ty I feel like the main reason bitches still have stank pus in 2014 is because they genuinely dont know how to wash it prope8230,Offensive Speech
RT bkolinskyy Drop that bitch jhikes on the atomic bomb,Offensive Speech
RT babiesdressup What a silly little monkey 128584 httptcoDMKLK4k147,No Hate and No offensive Speech
RT babyjaypops BreadTruckkBri Why everybody sayin I dont listen 128557128514128557u dont bitch u gone learn one day,Offensive Speech
RT babyyhogg Ayy fag  you still having your party tonight  weidie1211 127867127867128540,Offensive Speech
RT backtoBRIality 8220OverlyLiked ONLY REAL NIGGAS KNOW no matter how hungry you are you better let these bitches cool off httptcoT8230,Offensive Speech
RT badboysix Damn faggots tcot httptco4gkgAM6aeo,Offensive Speech
RT badblogger69 wenchbucket that monkey is from hell,No Hate and No offensive Speech
RT baddiewhitt the older i get the less i give a fuck 1285149996  beef 128074  bitch please 9995 loosing friends bitch bye 128514128075 drama  ill pass 128080128683,Offensive Speech
RT badgalZolanski Retweet if ur dick will choke a bitch 128514,Offensive Speech
RT badlvck bitches lt,Offensive Speech
RT badnradbrad whattheflocka lol have u seen when ike and his kindergarten teacher start having a sexual relationship,No Hate and No offensive Speech
RT baeElectronica bitch bye 128514 RT WeAreXCI Dawg look at this shit httptcoDfOsx3XKQa,Offensive Speech
"RT baeElectronica this is genius 128221 RT PhilthyCleo You fat 

Nigga so is this pussy since we statin facts 128557",Offensive Speech
RT bakedalaska bitch took flight 128557 httptcoWxgTxA7SYA,Offensive Speech
RT bakedbeansbro Throw me in trash httptcoGvGMJJ6vYi,No Hate and No offensive Speech
"RT bakedbrotatoes spits out animal cracker
This doesnt even taste like hippo",No Hate and No offensive Speech
RT ballerlifee I took the hoe to burger king12851412851499959995,Offensive Speech
"RT balvarezzzz 82203phonekibagami balvarezzzz why you hurt my feelings8221 

Jk 3phone you pull all the hoes wit the nice weaves",Offensive Speech
RT bankheist its always anime faggots that got some shit to say lmao you in love with some damn cartoons lol fuckin nerds,Offensive Speech
RT bankheist youre a retard ShawnaCarr99,Hate Speech
RT bansky LeBron doesnt turn 30 til december he made 5 trips faster than kobe shaq mike or bird hell be back yal act like hes retirin8230,No Hate and No offensive Speech
RT basedamERICan Aye fam you think you can line me up I saw a bad bitch in Mrs Bridgets room httptcoOAl9WlJMgE,Offensive Speech
"RT basedamERICan Ayo take this pic for me fam

You think the bitches gon fuck with this pic httptcon4BzYk1DH4",Offensive Speech
RT basedamERICan This burger 3 days old but I eat 19 yr old pussy so I should be fine right  httptcoiHVxyab2vN,Offensive Speech
RT basedamERICan When you stuck in the middle of the jungle but see a bad bitch Chillin by the mango tree httptcoYRpGM7JC1s,Offensive Speech
RT baskgod Main bitches saying I hate a send me a pic ass nigga be answering every single one of DJ RiceaRonis request,Offensive Speech
RT bayleebork rahshauna keep your avi hoe,Offensive Speech
RT bayleigh16 How you fuck for cash but you not a hoe,Offensive Speech
RT bbcwhorship 8220boredrappers httptcoZFicQYS3Dy8221 I want to be filled with hot nigger seed,Offensive Speech
RT bbrowne69 AliciaAlexis209 collegefession shut up bitch everyones perfect the way they are,Offensive Speech
RT bclaymoore Dude does his girlfriends mom trashes her wedding Mopes to folk rock explainafilmplotbadly,Offensive Speech
RT bdha httptcozPrnmY7kQR What a shit heel,Offensive Speech
RT beautybriii One of my classmates offered my teacher and brownie and someone said you trying to earn brownie points 128514128514128514128514128514128514128514128514,No Hate and No offensive Speech
RT bebalizz123 Bagging thot bitches amp giving em head Ew nigga you nasty amp youre better off dead,Offensive Speech
RT bebalizz123 I got all these hoes starin when I walk thru,Offensive Speech
RT beethetranny can we please stop talking about how some scumbag faggots mugshot is sexy you dumb whores,Hate Speech
RT bellachuchi You hoes aint got no manners,Offensive Speech
"RT belong my self esteem has two levels

8226 im a worthless piece of shit who deserves no love 
 
8226 bow down before me bitches i am you8230",Offensive Speech
RT bender3395 Im never playing flappy bird again ever fuck that game 128581,Offensive Speech
RT benjibrown1 A nigga can like ONE pic amp u bitches SO to  showing LOVE Bitch kill yoself,Offensive Speech
RT benjibrown1 U hoes are super basic that give SOs to ppl liking yall IG pics,Offensive Speech
RT benjibrown1 U lookin for a boss Go get a job bitch,Offensive Speech
RT berryDAbody Its unexplainable how booty and fucking ass these bitches be They live to be funny,Offensive Speech
"RT berto9 Them trick niggas splurge on the pussy yo
You give me one day Ill purge on that pussy yoooo",Offensive Speech
RT bestseth14 Now the title bitch doesnt apply to all women but all women have a lil bitch in em,Offensive Speech
RT bethanylynn 8220WhitDAWGem There is nothing wrong with Ariana Grande Just cause she dont look like hoe Yall gotta a probl8230,Offensive Speech
RT beyoncesGEDtest The his momma dead bitch really think i cant connect my own lucky number face httptcoLFu19F4ovK,Offensive Speech
RT bigbusiness RT OGFlash MY CHEST RT PacmanJonez Kobe getting docked 100K for calling Ref a faggot RT iCelestial What do yall co8230,Offensive Speech
RT bigbluexpress Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter Yep coaching at UK is probably weari8230,No Hate and No offensive Speech
RT bigdawgsergio Run up on a nigga get to squeezing hoe hahaa,Offensive Speech
RT bigshaadswerver Yo this freezing cold shit so Lel n for the birds it crazy,Offensive Speech
RT bigshaadswerver Yu take this money we gon throw a party on that pussy,Offensive Speech
RT bijoudulcet Yall some bitches nbc,Offensive Speech
RT billmanoussakis Damn I fuck bitches I guess,Offensive Speech
RT billmanoussakis Sinclair hoes dont care how fat they are They all still wear yoga pants and belly shirts,Offensive Speech
RT binniemouse WhatsAshirt lmao i have morals negro unlike you,Offensive Speech
RT bitchEATme Like damn bitch yeah its me httptcoxirt5pqHBX,Offensive Speech
RT bitchdicknigga Tronkitty bet nigger Im waiting for the car keys,Offensive Speech
RT bitchniggabob If she called me ugly and started pushin me around Id run like a mother fucking pussy screaming for my mom to help htt8230,Offensive Speech
RT bitterarab Now that Halloween is fast approaching please understand this We are a culture not a costume to mock and ridicule http8230,No Hate and No offensive Speech
RT bjs5555 ELECT Democratic Nominee Amos Powers Powers2014 2 Congress TN6 DEFEAT TEA Diane Black Red2Blue TNTweeters CIR httptc8230,No Hate and No offensive Speech
RT bjs5555 ELECT Democratic Nominee Charlie Brown Govcharliebrown for Gov of TN DEFEAT R Gov Bill Haslam UniteBlueTN httptco8230,No Hate and No offensive Speech
RT bjs5555 ELECT Democratic Nominee Charlie Hardy runwithcharlie to US Senate WY Defeat TEA Mike Enzi TNTweeters CIR httptco8230,No Hate and No offensive Speech
RT bl0ndeB1tch Love really is blind stupid cunt of a feeling,Offensive Speech
RT blacktaco Wtf is boy pussy  Lmao you atl nigga sick,Offensive Speech
RT blackrepublican Spike Lee is one of those wealthy people he bitches about thats causing gentrification,Offensive Speech
RT blangblangsich What an inconsiderate bitch,Offensive Speech
RT blessedarti Yall claim you want a good amp loyal girl but keep messing with hoes like Im confused,Offensive Speech
RT blogredmachine I wonder if those fans in LA feel like Charlie Brown after Lucy pulls the ball away JoeyVotto,No Hate and No offensive Speech
RT bniceloco Charlie Sheen is the realest nigga alive httptcopk0nEjIOVh,Offensive Speech
RT boburnham In the future gay culture will be considered cool by Americas teens and instead of wiggers there will be straggots,Hate Speech
RT bodmonting Instead of worry bout who that bitch fucking why dont you get you some money,Offensive Speech
RT bonitakayla all bitches wanna do is beef over niggas 58382 grow tf up a get ya priorities straight 5793358167,Offensive Speech
RT boominator 8220CureOurCountry Rand Paul mocks Clinton with HillarysLosers pics with failed candidates httptcor8fjtCsJ5O httpt8230,No Hate and No offensive Speech
RT bosssant I dont like bitch niggaz and they dont like me 128175 Boss up,Offensive Speech
RT bosssant I would never trip over a bitch that aint mine 128514128514 niggas clowns man,Offensive Speech
"RT boujjhetto When an irrelevant bitch dislikes u for no reason 128133
 httptcosM1rsmOLEZ",Offensive Speech
RT braidedcocks veryproudofya poppunksucks well now Im crying like a little bitch,Offensive Speech
RT breebree1731 What a bitch,Offensive Speech
RT breely216 The recommended serving size for brownies is all of them,No Hate and No offensive Speech
RT brendacoyt3 Tonymartinezz15 128514128514128514128514128690 rolling deep af 128072 I even got bitches running after me 128690128111128514128514128514128514128557,Offensive Speech
RT brendacoyt3 Tonymartinezz15 1285309995 naw bruh member when you said that it was your snow  and your bitches 128514128514 thats my cake 128079,Offensive Speech
RT brianduroha1 Bitches aint shit hoes aint neither,Offensive Speech
RT briangaar Old white people complaining about government tyranny is like the Yankees being upset that players make too much money,No Hate and No offensive Speech
RT briannafbaby Good girls take 412 months before they move on only hoes jump from nigga to nigga dont argue with me this is scien8230,Offensive Speech
RT britnigiles dont mention a bitch from your past to me first of all i dont give a fuck second of all i dont care and third i 8230,Offensive Speech
RT brittanyaflores you got niggas amp I got bitches 128080,Offensive Speech
RT brookebrooklyn Spineless bitches in backless dressess,Offensive Speech
RT brownandbella YASSSSSSSSSSSSSS RT DearLeader10 Nothing wrong with Black girls having high dick standards our pussy bomb nigga,Offensive Speech
RT brownandspicey 8220KBThree Can I sit on your face 8212 Sit on a hot stove bitch httptco0qc5Mz3pDL8221 128553128514128557128514128557128514128557,Offensive Speech
RT bruhlmaoo When bae sings it aint nothin to cut that bitch off with too much enthusiasm httptco2rwY1h0D0F,Offensive Speech
RT bryannaaaaaa Ill naturally slap the shit outa oomf that bitch talk to much,Offensive Speech
RT bspence5 MorningJoe msnbc new census questionstempest in teapotACA stayscosts down75milgetting covered is a success story to 8230,No Hate and No offensive Speech
RT bubblewrapMe These hoes ain loyal,Offensive Speech
RT buckupside What kind of world do we live in where bitches are getting surgery to make their butts BIGGER Since when do women want a8230,Offensive Speech
RT bugattibeez Nicki Minaj ass so fake a bitch walking around w weave,Offensive Speech
RT bugattibeez pussy still taste like McDonalds fries RT BOOSIERENE I eat pineapples everyday they so good 128553128069,Offensive Speech
RT bugattibeez to u bitches who have upside down default pictures die nobody has time to flip they phone around to see if u even uglier8230,Offensive Speech
RT bunnyasmin1125 I Still Be Craving An Oreo McFlurry b,No Hate and No offensive Speech
RT burnettdainah California Chrome bitches,Offensive Speech
RT burnthewitchxo I probably am mentally retarded,Offensive Speech
RT butterobama I love when NICKIMINAJ say bitch Im me 128588,Offensive Speech
RT byebyebyrdy Weed aint a drug Its a fucking herb bitch,Offensive Speech
RT cIavdia wow well arent you just a fucking cunt ,Offensive Speech
RT callmekennn im not finna beg a nigga to fwm nor will I beg a bitch to be my friend 128514 fuck yall thought,Offensive Speech
RT calvin2000 Really This is whats concerning him right now MT katiecouric Looking forwd to speaking with John Kerry tomorrow AM abo8230,No Hate and No offensive Speech
RT cambryh Im hes Really He on the phone talking to another bitch while you standing in the middle of a damn field clueless http8230,Offensive Speech
RT camilleftansel ive read the hunger games 12 times i am trash,No Hate and No offensive Speech
"RT camxo 8220Rosaalbae Playstation is trash Xbox is better8221 
ya titties trash",Offensive Speech
RT capflowwatch Apple CEO says 8216Being gay is a gift from God8217 as part of campaign to sell iPhone to queers httptcolZE2E0wUyV,Offensive Speech
RT captaincoximus Im like the bat signal but for crazy bitches,Offensive Speech
RT carcarroni UglyAssDerrick my sincerest apologies my main bitch chocolate dipped cinnamon apple,Offensive Speech
RT carharttdarlin Trying to download iOS 8 but my phones a bitch,Offensive Speech
RT carrielusch You might be a liberal if you continue to trash America claiming how horrible and evil it is yet you refuse to leave,No Hate and No offensive Speech
RT carterazoo My nephew on Adam Rose I bet he aint got no hoes though,Offensive Speech
RT carterreynolds Austin Mahone is making bitches horny right now,Offensive Speech
RT caseoftheKink Some men say they8217re afraid of having daughters bc they don8217t want them to turn into 8220hoes8221 or we,Offensive Speech
RT caseykim12 Your sole purpose is to make money Otherwise youd suggest violence prevention policies that actually WORK piersmorgan,No Hate and No offensive Speech
RT caseytu88662466 Play pussy get fucked,Offensive Speech
RT caseytu88662466 Y these niggas on this hoe shit,Offensive Speech
RT cashflowHO Im too pretty for this 128526128129128133  Yall lil bitches can have the petty shit 128080128169128128 ,Offensive Speech
RT cassidykelsey Now you just reminded me why I hate you bitch cantstandyou,Offensive Speech
RT castabignet Some people are handed a bar of gold and all they can do is bitch about how heavy it is,Offensive Speech
"RT causeweregirls Bae Go talk to your hoes

Me httptcokKk5pSBv9F",Offensive Speech
RT ccancel14 Miserable bitches talk the most shit 128514999665039,Offensive Speech
RT ccobb1573 8220imFindDory Cant spell slut without u bitch8221,Offensive Speech
RT cecetooshort wait why do niggas get to fw they exes friend but when girls fw her exes friend she a hoe lol,Offensive Speech
"RT cenopant shes 
browasken
because
ssidehe
belihoeved",No Hate and No offensive Speech
RT ceoo97 8220POSlTlVEVlBE a loyal girl truly does come with a smart mouth amp argumentsonly a hoe will let you do as you please cause she8230,Offensive Speech
RT ceut BushCo used to publicly trash exofficials who wrote books  Snow ONeill etc Bet we wont hear PBO trashing Gates morning8230,No Hate and No offensive Speech
RT chanelisabeth happy 17th birthday to my main hoe and partner in crime bountyhunters4lyfe 127881128299 Whitecholo23,Offensive Speech
RT chanelpuke i hate when people ask 8220who you tryna look good for8221 bitch myself bye,Offensive Speech
"RT chanelpuke me goodnight moon 

moon goodnight lil bitch",Offensive Speech
RT chaniiyyaa Wayne really treat nicki like thats his bitch 128564128525128553,Offensive Speech
RT charcharkuhlman First day of spring break ate half a pan of brownies amp watched 6 episodes of Parks and Rec with victoriakuhlman amp E8230,No Hate and No offensive Speech
RT charliedanger Beautiful wall color 128525 100d I dont love these bitches and you shouldnt either 128581 httptcoTfoTrkw25v,Offensive Speech
RT charlieecai Our taxi driver is fucking retarded He doesnt know how to get from grapevine to lewisville,Offensive Speech
RT chasemylovex bitch u lame af get with the times and pop that ass RT SincerelyTumblr This makes me kinda sad httptcotCUJpKoC8230,Offensive Speech
RT chaserojo boys are dumb no faith in boys bitch shut up youre in high school acting like this is going to be the person you marry8230,Offensive Speech
RT chasingstaxx If your girl is upset and cryinglet her cryshe needs to learn how to stop being a pussy Toughen up,Offensive Speech
RT chefpolio I dont send nudes  a bitch wit trash nudes,Offensive Speech
RT chelsphelps Crafty bitches CheatsOfLife best way to cheat on a test httptcovGneo1T1tG,Offensive Speech
RT chelsearaine Aw thats cute your mom raised you to be a bitchy little cunt128536,Offensive Speech
RT chelseaxlaser I really need to take my rose colored glasses off though I gotta stop thinking everybody does shit with good intentions8230,No Hate and No offensive Speech
RT chelseypaige42 Bitches be begging for love amp loyalty when theyve never giving it to anyone Karma bitch128520,Offensive Speech
RT chelseypaige42 I peep everything And just know Ill slap a bitch with a smile on my face,Offensive Speech
RT cheyycheyy8 Rivers is seriously a bitch Dont throw your hands around like a 5 year old bc something didnt go right Lol,Offensive Speech
RT chicagobulls Coach K says players wont need motivation to get back on track following Paul Georges injury rather theyll play to ho8230,No Hate and No offensive Speech
RT chicagotribune Chicago will not refund 77 million made from red light tickets issued after yellow lights were shortened httptco8230,No Hate and No offensive Speech
RT chiko600 You think she bad well my bitch meaner 128076128527,Offensive Speech
"RT chillRoppy 8220bvdgxl 8220TRILLAG When bitches say darkskin niggas fuck the best this all I see httptco2Z2jlzYJUM8221

wo8230",Offensive Speech
RT chillin662 Boosie said he got a bitch from the Sip THOTs are gonna have Boosies bitch in da Sip in their bio now BETHipHopAwards8230,Offensive Speech
RT chilltweetss flappy bird is deep hahaha httptcoEMuhmR3jzE,No Hate and No offensive Speech
RT chilltweetss when I make the paper ball into the trash can 128168 httptcoXnx2XEGACm,No Hate and No offensive Speech
RT chillvitooo 8220KillSwitch Nigga damn 128556128563 httpstcom7gExESuag8221LMFAO Dej Loaf got all these bitches getting TRYED128557128557128557128557128557,Offensive Speech
RT chrisbegettinit 8220100D Its like zero bitches in nap thats gon stick by yo side if you fall off 1281758221FORREAL THO THIS AIN NO LIE 128175,Offensive Speech
RT chrisgeidner The mandate still being in effect means the marriage ban in Nevada is unconstitutional Trial court is yet to enter injun8230,No Hate and No offensive Speech
RT christeaa Cant turn a hoe into a house wife babbyyy,Offensive Speech
RT chughes717 TyZebruh trash cans are always demanding new music from the gawd Tyga,No Hate and No offensive Speech
RT churchofbasebal And people say baseball is boring redskins,No Hate and No offensive Speech
RT chvmpagne Bitches that dress like this pussy taste like hot dog water and bad grades httptcowrfv9Ld6eo,Offensive Speech
RT chvmpagne I cant stand you I dont text first ass bitches,Offensive Speech
RT chvmpagne fat bitch Im thick httptcoLqXvllvzHJ,Offensive Speech
RT chvrchs my rapper name would be nigger,Offensive Speech
RT cigarsNscotch Whats black and yellow and not going to win this year WRONG The answer is Tiger Woods,Hate Speech
RT cjduchesneau nigger hair comin from this bitch who had a dread on the back of herbair she forgot from centurys ago,Offensive Speech
RT ckillaTRIPPY Im a knock the pussy out like fight night,Offensive Speech
RT cloudydino Fuck with us and then we tweaking hoe,Offensive Speech
RT clurfogarty All Babies are born hipsters because they come out of the hospital in beanies,Offensive Speech
RT cocaLove All it takes is one female to change that nigga but it takes 100 niggas to change that hoe httptcou0FdWrv17y,Offensive Speech
RT cocaLove bitch be working and keep singing like she aint never bust a move 128539,Offensive Speech
RT cocainebungy Mckean Mckean lol hate half the people there lol weird ass hoes lol corny ass food  I still kill that shit doe ,Offensive Speech
RT cockyblackguy When a hoe get outta line featuring SsippiHippie cat httptcovHGexgIPAs,Offensive Speech
RT cocoQTe 128514128514RT supbishes Lol RT Joanna52011 128514128557 RT lettuceprey8 Just so u faggots know httptcobGhTSjipNe,Offensive Speech
RT cokvne Fuck twerking bitch can you cook 128530,Offensive Speech
RT coldcACE 1MarKusA he knows game Hes just gonna make it as small of a loss as possibleshe was 1 of Don Juan hoes off jump httpt8230,Offensive Speech
RT colinweis Step up into the gauntlet bitch nuts I could use something to wipe my ass with,Offensive Speech
RT collegefession All you need in life is bottles bitches and life lessons  Sam Houston State,Offensive Speech
RT collegefession Guy tells me he doesnt eat pussy and all of the sudden I dont suck dick anymore  Centeral Washington University,Offensive Speech
RT collegefession I rub orange peels on my dick before I go out cuz I dont want these bitches to catch a cold VitaminSemen  Prairie8230,Offensive Speech
RT collegefession My first adult decision i made in college was to buy a guinea pig NoRagrets AlsoNoBeerMoney  University if Iowa,No Hate and No offensive Speech
RT collegefession The only thing that Collegefession has taught me is that in fact these hoes aint loyal  Stony Brook,Offensive Speech
RT collegefession Were putting long hard dicks down our throats the least you could do is lick a little pussy returnthefavor  Illino8230,Offensive Speech
RT connorbagen You know shes a dyke when she asks for mens golf clubs,Hate Speech
RT consciousfuck lmao okay now let8217s address pepsi pussy RT Thotcho Real niggas know httptcoipedbpBjm5,Offensive Speech
RT consprcycarrot Blow shit up and get fatter White trash love this holiday,Offensive Speech
RT constantinic Who wants to be ImFlyinJryans 600 follower Follow bitches cruze2014 Pittsburgh,Offensive Speech
RT coolgirl71899 bitch act like she never seen a face mask bitchplease httptcouQQ0K8H89l,Offensive Speech
RT copperpeony LibsHateUs 1Dittlinger Sharpton went from being a big fat snitch to a skinny bitch Either way hes nothing but a carni8230,Offensive Speech
RT coreyemanuel 128557128557128557128557 RT ivyleague1908 SHAT RT DirtRoadDon When Deltas smell they own pussy httptco3LojKQM8ZG,Offensive Speech
RT corinnesauer You notice that im the real them other bitches is wack,Offensive Speech
RT cosmeticJUNKiee bitches be quick to say  let me pull out my phone 128514128514128514,Offensive Speech
"RT cotydankh are these hoes loyal

12288 N
1228812288 O
122881228812288 O
12288122881228812288 o
1228812288122881228812288o
1228812288122881228812288 o
1228812288122881228812288o
12288122881228812288 12290
122881228812288 12290
122881228812288
122881228812288
122881228812288 
12288122881228812288",Offensive Speech
RT cotydankh dont make me pull out the pokeflute hoe httptcoyFN3PdMdy1,Offensive Speech
RT cpSqueak each time I do it for ya I make that bad pussy behave,Offensive Speech
RT cpabry Curious George the curious little monkey or deranged serial cat killer The story the man with the yellow hat doesnt want you8230,No Hate and No offensive Speech
RT craigslistlove Doctor is available to examine your pussy testicles and penis as painlessly as possible,Offensive Speech
RT craigslistlove I want to eat as much pussy as I can before Lent  m4w  29,Offensive Speech
RT craigslistlove some women just werent blessed with a cotton candy pussy,Offensive Speech
RT crazygirlgab Just eating animal crackers in sacrament 17AndLovinIt,No Hate and No offensive Speech
RT creativecarley Im such a bitch to you Why do you stick around,Offensive Speech
RT creepingsharia Syrian Brought to US for 8220Democracy Training8221 Endorses160Jihadis httptcolfhCto8777,No Hate and No offensive Speech
RT crissstaaaaal If unfollow me youre a little bitch cus you couldnt handle my tweets lol,Offensive Speech
RT crownkingz Fuck these lancaster bitches they all the same,Offensive Speech
RT crystalcheyenne WhiteboiColeman thought you were sleeping bitch 191,Offensive Speech
RT cthagod All it takes is one bitch ass monkey or human to fuck up every bodies Peace and Serenity,Offensive Speech
RT cthagod Congress really is acting like a bunch of bitter bitchesYou cant continue to refight an election you lostObama is President8230,Offensive Speech
RT cthagod Lance Stephenson trash talk didnt affect anybody but Lance Stephenson,No Hate and No offensive Speech
RT cthagod You know my motto It Aint Tricking If Shes Worth It but fuck first trick later depending on the potency of the pussy,Offensive Speech
"RT cuposyrup What females do on twitter

1 Brag bout loyalty 
2 Call other females hoes
3 Song lyrics
4 Complain bout cramps
5 Twee8230",Offensive Speech
RT curlyhairkilla You gotta be a really weak bitch to let somebodys tweets offend you especially if you never met the person,Offensive Speech
RT cwissi beanies for life 96977768413 httptcoiywPwmPGTu,No Hate and No offensive Speech
RT cyb3rvibes 8220SejlaSmajlovic Funniest one lmfaoooo httpstco1WT6BBlIdp8221 swag bitch,Offensive Speech
RT cyberbullouing i fought 2 little bitch ass 6 yr olds over a month ago for those  httptcorasgyuT6pJ,Offensive Speech
RT d1imaginary23 Boys get thirsty and grimey for a girl no pussy getting ass niggas,Offensive Speech
RT daaamian69 Derrick said if I cover my face and leave just my eyes visible Ill have tons of bitches,Offensive Speech
RT daberellla pop a Molly why dont you hoes start poppin some birth control 128138128076,Offensive Speech
RT dabosss 1280569749650398220100046729 oomf lying knowing he dont be bored in Brusly fckn that bald head hoe8221,Offensive Speech
RT daggerbyte Call me old fashioned but Im sewn together with magic and birds,No Hate and No offensive Speech
RT dahliafoxx sick of bitches bitching about other bitches,Offensive Speech
RT daijahshardaee 8220100046729 I need a bitch8221128109128064128523,Offensive Speech
RT daijahshardaee 8220TheCrownedHead big bitches come to the club dressed well WITH flats on noheels8221128514128514,Offensive Speech
RT dailytiz Hey bitch socialize this I love it RT RedMillennial IOC Cuts Constitution From Hockey Mask httptcoesxKWb4qnH via 8230,Offensive Speech
RT daishialopez I dont watch the VS fashion show because I have bigger boobs than all of those pancake bitches lol 128522128518,Offensive Speech
RT dajhane9 bitch Im not concerned about you,Offensive Speech
RT dakwhi KaeWhy270 people are forgetting that the logic behind the Purge is retarded haha,Offensive Speech
RT daliasza 8220NoChillPaz Me when somebody says Childish Gambino is trash httptco8ejOHDLdD98221,No Hate and No offensive Speech
RT dallywaggz12 8220JustReIatabIe Charlie Sheen gets point for this httptcoV6v0d77oBM8221,No Hate and No offensive Speech
RT dallywaggz12 I may be a bitch but least I keep it real,Offensive Speech
"RT dami3n00 Flappy birds Extreme now you can play two birds at once Hardcore Easier with two people lol 

 httptcoyCTT56cXK5

 f8230",No Hate and No offensive Speech
RT damnlifepics just a little closer bitch httptcoQWUFY11CrQ,Offensive Speech
RT damola49 Ademulla happy birthday to the gayest nigga missing you and follow my new account british cunt,Offensive Speech
RT dandanovskis 8220FlappyBprob If youre playing flappy bird 18002738255 National Suicide Prevention Lifeline RT to save lives8221 r8230,No Hate and No offensive Speech
RT dandanovskis The theory of you say no to ratchet pussy juicy j cant has been proven,Offensive Speech
RT danicafjelstul If you aint a gator youre gator bait 128076,No Hate and No offensive Speech
RT daniellecarr01 Where all my Yankees fans ny yankees VictoriaSecret fitness httptcoIBNLKWuUNS,No Hate and No offensive Speech
RT danielleeKendra Omg i was coughing and saw wiggas tweet 58386583865838658386 the fuckkk lol talk about choking  5838558386583855838658386,Offensive Speech
RT danielllex3 I swear to god some guys are bigger bitches than girls,Offensive Speech
RT danstfler Hoes find a way to hoe no matter what httptcokHsAmPbA68,Offensive Speech
RT danwashburn The Man Who Captured Muammar Gaddafi Was Wearing A Yankees Cap httptco7G70pOpW,No Hate and No offensive Speech
RT daqraca How can anyone hate Charlie Sheen httptcoAF4T3MtmxU,No Hate and No offensive Speech
RT darahkcarter I dont have a key to my car that bitch foreign 128080,Offensive Speech
RT daraobriain Tommy Voeckler keeps the yellow Andy Schleck does the break of the tour and Contador is broken Incredible day for tdf,No Hate and No offensive Speech
RT dariusferg14 VSamone Dudes probably just think eating pussy is sucking on pussy lips 128530 fse cut it out ,Offensive Speech
RT darwinjames125 8220calidx How black bitches drive when they fav song come on pt 1 128514128514128514128514128514 GoLilStacy 128514128514 128514128514128514128514 httpstcoDKqhxPgoKP8221,Offensive Speech
RT dattrulyGUY before I betray them I slit my wrist httptco8HNW9QeWSM,No Hate and No offensive Speech
RT datniggaTRAW top notch bitch hair down to her ass,Offensive Speech
RT datniggalaced Im fuking every night up in my new house  Cause bitch I worked to hard fa this new house  128513,Offensive Speech
RT datniggalaced Never invest money into a broke bitch ,Offensive Speech
RT dattniggamatt Im a cool ass nigga lbsits rare if a mf dont like menigga you either hating or mad cus yo bitch choosing 128557128564128175,Offensive Speech
RT davegetnmoney I beat the pussy up up up up up,Offensive Speech
RT davegetnmoney Its 2chainz birthday I wish you many big booty hoes mane Shit ima turn up for your birthday too,Offensive Speech
RT davegetnmoney Not a flagrant lebrons a bitch,Offensive Speech
